id,species,num,long,lat,year,locat,window
3923642039,sciurus_aberti,11,-105.489182,23.715834,2022,"Pueblo Nuevo, Dgo., México",20_25
2596254600,sciurus_aberti,929,-105.866649,24.459958,2019,"San Dimas, Dgo., México",20_25
3892467959,sciurus_aberti,99,-104.980473,23.609688,2022,"34345 Dgo., México",20_25
3881458582,sciurus_aberti,118,-105.055488,23.642048,2022,"Km 61 carretera federal #40 Durango-Mazatlán + 26 Km por entronque Navíos-Regocijo + 14 Km de terracería Camino sin nombre, s/n Rancho Molinillos, 34345 Dgo., México",20_25
2429262535,sciurus_aberti,1034,-105.055552,23.642142,2019,"Durango, Durango, Mexico",20_25
3892444939,sciurus_aberti,100,-104.980545,23.610068,2022,"34345 Dgo., México",20_25
3384134688,sciurus_aberti,339,-104.8934,23.301186,2021,"34964 Dgo., México",20_25
2963927937,sciurus_aberti,643,-105.503086,23.7159,2020,"Pueblo Nuevo, Dgo., México",20_25
2963925981,sciurus_aberti,644,-105.502256,23.715759,2020,"Pueblo Nuevo, Dgo., México",20_25
3124632486,sciurus_aberti,507,-104.865493,23.315298,2021,"Pueblo Nuevo, Dgo., México",20_25
2423168997,sciurus_aberti,1040,-105.071495,23.641437,2019,"Durango, Dgo., México",20_25
3455988206,sciurus_aberti,295,-105.378409,23.774351,2022,"Pueblo Nuevo, Dgo., México",20_25
3343878474,sciurus_aberti,443,-105.026251,23.896785,2021,"34385 Dgo., México",20_25
1145682482,sciurus_aberti,1865,-105.534094,23.75232421,1951,"Las Rucias, 13 mi E La Ciudad",20_25
896306908,sciurus_aberti,2262,-105.433093,23.760513,1948,EL SALTO: 5 MI SW,20_25
3873987801,sciurus_aberti,125,-105.669379,23.713736,2022,"Pueblo Nuevo, Dgo., México",20_25
3456929168,sciurus_aberti,287,-105.411963,23.623626,2021,"Pueblo Nuevo, Durango, Mexico",20_25
1453256360,sciurus_aberti,1654,-105.455044,23.674268,2016,"Pueblo Nuevo, Dgo., México",20_25
3039357342,sciurus_aberti,595,-105.573753,24.267906,2017,"San Dimas, Dgo., México",20_25
3018106600,sciurus_aberti,607,-105.503548,23.710628,2020,"Pueblo Nuevo, Dgo., México",20_25
3032088296,sciurus_aberti,598,-104.960592,23.448638,2018,"Pueblo Nuevo, Dgo., México",20_25
2542938921,sciurus_aberti,966,-108.271929,28.635431,2019,"Temósachic, Chih., México",25_30
1145869500,sciurus_aberti,1827,-108.327434,29.93587515,1936,"Water Canyon, 8 mi S Colonia Garcia",25_30
2563570586,sciurus_aberti,944,-108.212068,28.183173,2017,"Ocampo, Chih., México",25_30
3902972852,sciurus_aberti,48,-108.004257,29.378602,2021,"Madera, MX-CH, MX",25_30
3031582069,sciurus_aberti,602,-106.937109,25.970089,2020,"Guadalupe y Calvo, Chih., México",25_30
3902957274,sciurus_aberti,51,-108.037806,29.357522,2021,"Madera, MX-CH, MX",25_30
896306898,sciurus_aberti,2271,-106.96186,25.643392,1937,MUERTOCITO: NEAR DGO-SIN-CHIH STATE LINE,25_30
3754669335,sciurus_aberti,219,-108.324524,29.869338,1990,"Mexico, Sierra Madre Occidental, Cuesta Nalgas, ca. 22.0 km N, 6.0-8.0 km W Mesa del Huracán",25_30
1145676124,sciurus_aberti,1869,-108.3333,29.91071,1948,"Meadow Valley, 5 mi S Garcia",25_30
2540807104,sciurus_aberti,984,-107.639436,28.183572,2019,"Guerrero, Chih., México",25_30
2596105029,sciurus_aberti,930,-107.84622,28.353484,2010,"Tomochi, Chih., México",25_30
1092897220,sciurus_aberti,2202,-106.07633,25.035183,2015,"cerroEl Nevado (9 km E Ejido El Alamito), Santiago Papasquiaro, Durango",25_30
2540786225,sciurus_aberti,990,-108.212616,29.323401,2019,"Madera, Chih., México",25_30
1945475950,sciurus_aberti,1248,-108.219755,28.312354,2017,"Ocampo, Chih., México",25_30
896306899,sciurus_aberti,2270,-106.908153,25.641286,1937,LOS FRAILES: 10 MI E SIN STATE LINE,25_30
2818560070,sciurus_aberti,822,-108.206793,28.162813,2020,"Ocampo, CHIH, MX",25_30
3902954648,sciurus_aberti,52,-108.1296,29.327223,2021,"Madera, MX-CH, MX",25_30
3902768205,sciurus_aberti,62,-108.705245,29.847794,2022,"Nácori Chico, Son., México",25_30
1145871043,sciurus_aberti,1826,-107.0808503,26.82182155,1937,"La Union, 10 km N Guachochic",25_30
2540790003,sciurus_aberti,986,-107.639426,28.183574,2019,"Guerrero, Chih., México",25_30
2540756876,sciurus_aberti,996,-108.21242,29.322978,2019,"Madera, MX-CH, MX",25_30
1262416342,sciurus_aberti,1761,-110.755062,32.449141,1985,United States of America | Arizona | Pima,30_35
1262392090,sciurus_aberti,1811,-110.745082,32.451802,1951,United States of America | Arizona | Pima,30_35
3113310258,sciurus_aberti,527,-107.136263,34.025967,2021,"Socorro County, NM, USA",30_35
1145221380,sciurus_aberti,2039,-109.8645,32.6534,1900,"Snow Flat, Graham Mountains",30_35
911668209,sciurus_aberti,2239,-107.216873,33.775974,1981,UNITED STATES | NEW MEXICO | SOCORRO CO | 27 MI SW SOCORRO,30_35
1145227212,sciurus_aberti,2032,-109.006547,33.83069,2008,"Apache National Forest, Mile marker 4 highway 180",30_35
1145350485,sciurus_aberti,1957,-108.7633391,33.62381438,1977,"6 MI S, RESERVE ON NM,, 12",30_35
2006067730,sciurus_aberti,1147,-106.356987,34.835666,2019,"New Mexico, US",30_35
1987291198,sciurus_aberti,1205,-107.6635715,32.76905548,1964,"UNITED STATES: NEW MEXICO: GRANT CO.; PINAS ALTOS MTS.,SIGNAL PEAK,8800FT; 32.7689878, -107.6631947;",30_35
2006037610,sciurus_aberti,1148,-110.693076,32.372512,2018,"Coronado National Forest, Tucson, AZ, US",30_35
1145847812,sciurus_aberti,1832,-111.384398,34.455051,1932,Road between Pivot Rock Springs and Baker's Butte,30_35
1145221387,sciurus_aberti,2036,-112.369324,34.457957,1900,8 mi SE Prescott,30_35
3858819718,sciurus_aberti,158,-110.030617,34.19363,2022,Lakeside,30_35
891746582,sciurus_aberti,2283,-109.873095,32.667817,2013,"Graham County, US-AZ, US",30_35
3858413035,sciurus_aberti,163,-110.750657,32.433315,2022,"Mt Lemmon, AZ 85619, USA",30_35
3008496989,sciurus_aberti,619,-110.748603,32.462434,2020,"Coronado National Forest, Tucson, AZ, US",30_35
3455622844,sciurus_aberti,301,-111.063049,34.351342,2020,"Gila County, AZ, USA",30_35
1656639660,sciurus_aberti,1544,-108.768414,33.784508,1970,"North America | United States | New Mexico | Catron County | Gila National Forest, 11.7 miles northwest of Reserve by Road Along San Francisco River",30_35
476861562,sciurus_aberti,2439,-109.415383,34.008507,1957,"Arizona, Apache Co., Eagar, 10 mi SW",30_35
1145351410,sciurus_aberti,1939,-108.2594325,32.9472662,1989,"1.9 MI. W. NM 15 ON FSR 282, PINOS ALTOS MTS., GIL",30_35
